Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
673;2025-10-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;673 - Pont de Pornic vers Sud;2025-10-22;Vacances de la Toussaint
676;2025-10-22;6;0;0;1;0;1;3;36;117;61;10;8;35;28;16;20;33;86;82;56;41;8;9;11;668;;3;676 - Pont Willy Brandt vers Beaulieu;2025-10-22;Vacances de la Toussaint
670;2025-10-22;2;1;2;3;2;1;9;17;16;6;5;8;8;8;9;12;12;16;34;15;5;5;3;3;202;;3;670 - Pont de Pirmil vers Sud;2025-10-22;Vacances de la Toussaint
987;2025-10-22;1;0;0;0;0;1;2;5;31;9;5;5;12;14;12;14;10;32;52;12;4;6;6;4;237;;3;987 - Tremie vers Est;2025-10-22;Vacances de la Toussaint
787;2025-10-22;8;2;3;2;3;3;23;65;303;179;75;64;96;87;77;61;89;134;181;87;49;29;19;18;1657;;3;787 - 50 Otages Vers Sud;2025-10-22;Vacances de la Toussaint
673;2025-10-22;0;2;2;0;1;1;3;18;20;9;5;9;19;23;11;12;42;96;99;43;10;7;5;7;444;;3;673 - Pont de Pornic vers Sud;2025-10-22;Vacances de la Toussaint
847;2025-10-21;10;2;8;2;9;6;23;66;237;171;57;67;118;137;100;80;124;250;314;153;91;57;47;34;2163;;2;847 - Entrée pont Audibert vers Sud;2025-10-21;Vacances de la Toussaint
667;2025-10-21;5;6;0;3;2;14;51;136;449;241;98;69;143;108;77;86;115;259;268;120;73;39;30;16;2408;;2;667 - Entrée pont Audibert vers Nord;2025-10-21;Vacances de la Toussaint
727;2025-10-21;3;0;0;0;2;4;6;42;113;46;13;16;31;34;19;20;28;80;70;21;12;4;1;3;568;;2;727 - Pont Tabarly vers Nord;2025-10-21;Vacances de la Toussaint
743;2025-10-21;2;2;2;2;2;0;8;60;216;151;43;17;76;73;59;44;56;132;203;93;33;30;16;15;1335;;2;743 - Philippot vers ouest;2025-10-21;Vacances de la Toussaint
977;2025-10-21;0;0;0;0;0;0;0;4;6;0;0;0;4;0;0;0;0;2;2;0;0;0;0;0;18;;2;977 - pont des 3 Continents vers Nord;2025-10-21;Vacances de la Toussaint
980;2025-10-21;0;0;0;0;0;0;0;1;1;5;0;6;0;1;4;2;3;1;2;4;2;2;0;0;34;;2;980 - Pont Tabarly vers Sud;2025-10-21;Vacances de la Toussaint
981;2025-10-21;1;0;0;0;0;0;1;6;7;9;2;2;2;5;4;1;10;5;6;2;2;1;2;1;69;;2;981 - Pont Tabarly vers Nord;2025-10-21;Vacances de la Toussaint
944;2025-10-21;0;0;0;0;0;1;0;13;39;16;5;6;7;6;10;6;14;17;27;11;4;1;3;2;188;;2;944 - Magellan vers Est;2025-10-21;Vacances de la Toussaint
946;2025-10-21;5;1;0;1;2;4;8;37;143;87;34;23;51;41;26;36;46;99;104;51;29;14;20;9;871;;2;946 - Magellan vers Est;2025-10-21;Vacances de la Toussaint
994;2025-10-21;0;0;0;0;0;2;5;21;76;29;20;14;38;35;31;28;34;93;125;46;30;7;9;17;660;;2;994 - Ceineray vers Est;2025-10-21;Vacances de la Toussaint
746;2025-10-21;0;0;0;0;0;0;6;34;116;40;18;15;36;28;19;30;39;137;107;57;15;4;1;0;702;;2;746 - Chemin de halage Tortière vers Sud;2025-10-21;Vacances de la Toussaint
945;2025-10-21;2;0;0;0;0;3;6;25;84;70;12;23;48;47;30;22;29;98;113;45;22;8;16;7;710;;2;945 - Magellan vers Ouest;2025-10-21;Vacances de la Toussaint
788;2025-10-21;6;3;3;3;1;3;12;76;153;96;58;45;98;102;80;69;105;226;297;129;77;47;34;35;1758;;2;788 - 50 Otages Vers Nord;2025-10-21;Vacances de la Toussaint
668;2025-10-21;2;0;0;1;2;2;4;13;91;42;10;19;48;35;31;21;53;145;184;77;37;19;22;15;873;;2;668 - De Gaulle vers sud;2025-10-21;Vacances de la Toussaint
673;2025-10-21;2;0;0;0;4;3;9;48;96;33;9;16;35;33;12;15;49;165;156;58;27;15;13;9;807;;2;673 - Pont de Pornic vers Sud;2025-10-21;Vacances de la Toussaint
949;2025-10-21;0;0;0;0;1;0;1;8;13;6;2;3;21;26;22;15;19;43;41;23;13;7;3;3;270;;2;949 - avenue de la Libération vers Sud;2025-10-21;Vacances de la Toussaint
676;2025-10-21;1;0;0;1;0;1;6;49;176;86;9;15;29;39;16;27;53;131;128;46;18;9;11;6;857;;2;676 - Pont Willy Brandt vers Beaulieu;2025-10-21;Vacances de la Toussaint
673;2025-10-21;1;0;0;0;4;1;5;44;80;31;12;15;27;18;10;7;36;138;102;34;15;8;7;2;597;;2;673 - Pont de Pornic vers Sud;2025-10-21;Vacances de la Toussaint
880;2025-10-21;10;1;5;1;7;1;19;75;240;125;53;50;78;109;79;56;91;167;183;109;63;32;36;24;1614;;2;880 - Madeleine vers Nord;2025-10-21;Vacances de la Toussaint
948;2025-10-21;0;0;1;0;0;1;0;8;26;24;6;12;14;15;9;11;28;59;68;25;5;4;3;0;319;;2;948 - Bd Malakoff vers Est;2025-10-21;Vacances de la Toussaint
979;2025-10-21;2;0;1;0;0;5;11;57;199;95;22;12;22;36;22;26;52;65;86;41;14;9;10;5;792;;2;979 - pont des 3 Continents vers Sud;2025-10-21;Vacances de la Toussaint
745;2025-10-21;0;0;0;1;0;0;1;1;1;7;2;7;11;8;3;5;7;10;31;7;4;0;1;1;108;;2;745 - Calvaire vers Ouest;2025-10-21;Vacances de la Toussaint
677;2025-10-21;0;0;0;1;0;5;16;58;135;80;14;21;29;34;11;15;43;94;104;40;19;7;6;1;733;;2;677 - Pont Willy Brandt vers Malakoff;2025-10-21;Vacances de la Toussaint
682;2025-10-21;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;682 - pont Anne de Bretagne vers Sud;2025-10-21;Vacances de la Toussaint
747;2025-10-21;2;0;0;0;0;0;5;69;175;101;34;14;37;38;8;30;30;71;107;24;17;2;5;6;775;;2;747 - Chemin de halage Tortière vers Nord;2025-10-21;Vacances de la Toussaint
785;2025-10-21;13;6;2;2;12;10;35;145;478;257;104;89;126;184;111;66;118;271;275;147;96;40;45;21;2653;;2;785 - 50 Otages Vers Sud;2025-10-21;Vacances de la Toussaint
881;2025-10-21;3;5;1;1;2;6;28;81;240;167;75;65;121;93;75;71;114;246;241;110;55;38;17;12;1867;;2;881 - Madeleine vers Sud;2025-10-21;Vacances de la Toussaint
943;2025-10-21;1;0;0;0;0;0;0;3;22;8;5;4;5;3;3;6;5;14;22;6;7;2;1;0;117;;2;943 - Magellan vers Ouest;2025-10-21;Vacances de la Toussaint
959;2025-10-21;0;2;1;1;4;3;6;14;16;10;3;2;3;7;6;2;7;11;9;2;3;1;0;0;113;;2;959 - Sorinières Vers Sud;2025-10-21;Vacances de la Toussaint
664;2025-10-21;7;0;1;3;2;3;8;50;220;105;18;33;52;58;41;34;63;166;179;73;34;21;31;19;1221;;2;664 - Bonduelle vers sud;2025-10-21;Vacances de la Toussaint
680;2025-10-21;7;8;2;0;7;7;15;62;151;68;44;37;65;50;50;44;63;113;85;55;41;13;12;6;1005;;2;680 - Stalingrad vers ouest;2025-10-21;Vacances de la Toussaint
666;2025-10-21;0;0;0;0;0;1;0;4;28;15;5;5;11;13;8;16;20;27;35;21;7;7;2;0;225;;2;666 - Pont Audibert vers Sud;2025-10-21;Vacances de la Toussaint
890;2025-10-21;10;4;2;3;11;19;54;155;504;276;85;74;107;122;106;100;174;323;335;190;95;46;38;29;2862;;2;890 - Pont de Pirmil vers Sud;2025-10-21;Vacances de la Toussaint
673;2025-10-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;673 - Pont de Pornic vers Sud;2025-10-21;Vacances de la Toussaint
997;2025-10-21;0;0;0;0;0;0;7;32;141;43;16;17;27;19;18;20;39;105;82;49;16;5;1;1;638;;2;997 - Van Iseghem vers Sud;2025-10-21;Vacances de la Toussaint
669;2025-10-21;2;0;0;0;1;9;21;82;212;136;25;21;16;35;16;23;23;52;67;31;10;7;4;4;797;;2;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-21;Vacances de la Toussaint
670;2025-10-21;1;0;2;0;2;2;5;22;21;11;2;7;8;7;13;12;19;19;34;7;14;0;7;3;218;;2;670 - Pont de Pirmil vers Sud;2025-10-21;Vacances de la Toussaint
674;2025-10-21;9;2;0;2;1;1;5;49;168;118;38;25;50;53;51;37;64;128;155;71;48;16;15;19;1125;;2;674 - Pont Haudaudine vers Sud;2025-10-21;Vacances de la Toussaint
672;2025-10-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;672 - Pont de Pornic vers Nord;2025-10-21;Vacances de la Toussaint
672;2025-10-21;2;1;1;0;1;4;12;83;319;148;27;26;64;60;31;35;80;114;169;83;45;22;13;18;1358;;2;672 - Pont de Pornic vers Nord;2025-10-21;Vacances de la Toussaint
672;2025-10-21;0;1;1;0;0;2;7;71;279;126;20;19;54;39;25;26;49;60;92;51;28;14;6;8;978;;2;672 - Pont de Pornic vers Nord;2025-10-21;Vacances de la Toussaint
679;2025-10-21;1;0;0;0;0;0;0;2;11;4;5;3;7;7;5;7;3;16;9;5;5;1;2;0;93;;2;679 - Bd Malakoff vers Gare Sud;2025-10-21;Vacances de la Toussaint
683;2025-10-21;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;683 - pont Anne de Bretagne vers Nord;2025-10-21;Vacances de la Toussaint
742;2025-10-21;1;2;0;1;1;7;23;81;218;121;41;33;74;71;46;44;92;198;219;97;41;22;33;20;1486;;2;742 - Philippot vers Est;2025-10-21;Vacances de la Toussaint
989;2025-10-21;6;3;0;0;8;15;49;112;103;39;29;32;61;43;43;53;117;285;263;122;43;31;30;29;1516;;2;989 - Kennedy vers Ouest;2025-10-21;Vacances de la Toussaint
787;2025-10-21;12;2;1;3;6;4;22;61;367;188;83;72;107;114;59;71;80;167;150;104;74;35;25;13;1820;;2;787 - 50 Otages Vers Sud;2025-10-21;Vacances de la Toussaint
950;2025-10-21;0;0;0;0;1;0;0;8;12;4;2;0;2;2;0;4;3;6;2;4;3;0;0;1;54;;2;950 - avenue de la Libération vers Nord;2025-10-21;Vacances de la Toussaint
986;2025-10-21;0;1;0;0;1;0;1;20;73;25;10;6;17;15;13;10;14;34;31;14;9;4;3;2;303;;2;986 - Tremie vers Ouest;2025-10-21;Vacances de la Toussaint
987;2025-10-21;3;1;1;0;0;1;1;12;31;18;4;4;12;18;18;13;10;39;42;16;13;4;4;4;269;;2;987 - Tremie vers Est;2025-10-21;Vacances de la Toussaint
988;2025-10-21;3;0;0;0;1;2;20;91;330;166;39;27;46;45;45;29;42;79;129;74;29;11;7;9;1224;;2;988 - Kennedy vers Est;2025-10-21;Vacances de la Toussaint
786;2025-10-21;7;4;4;8;4;12;24;77;276;182;73;67;51;133;72;71;144;348;445;170;113;59;52;36;2432;;2;786 - 50 Otages Vers Nord;2025-10-21;Vacances de la Toussaint
947;2025-10-21;0;0;0;1;0;1;4;27;111;46;6;13;13;15;7;7;17;31;19;9;5;4;0;0;336;;2;947 - Bd Malakoff vers Ouest;2025-10-21;Vacances de la Toussaint
744;2025-10-21;5;2;1;1;1;2;7;33;80;49;35;29;33;48;40;22;33;69;98;67;40;23;13;15;746;;2;744 - Calvaire vers Est;2025-10-21;Vacances de la Toussaint
995;2025-10-21;1;0;0;0;3;5;14;60;241;109;32;34;54;53;27;42;51;134;117;60;27;5;3;9;1081;;2;995 - Ceineray vers Ouest;2025-10-21;Vacances de la Toussaint
675;2025-10-21;3;0;2;0;1;1;7;3;2;0;0;0;44;28;18;37;52;130;170;73;37;25;23;16;672;;2;675 - Pont Haudaudine vers Nord;2025-10-21;Vacances de la Toussaint
665;2025-10-21;5;2;0;0;0;5;19;73;193;98;23;33;62;40;22;32;41;130;112;47;20;10;11;4;982;;2;665 - Bonduelle vers Nord;2025-10-21;Vacances de la Toussaint
681;2025-10-21;6;4;1;0;1;3;7;31;62;36;24;24;41;39;31;39;54;115;115;64;35;20;28;14;794;;2;681 - Stalingrad vers est;2025-10-21;Vacances de la Toussaint
725;2025-10-21;2;0;0;2;2;1;7;23;83;47;11;14;39;20;16;24;34;89;79;43;23;10;7;6;582;;2;725 - Pont Tabarly vers Sud;2025-10-21;Vacances de la Toussaint
960;2025-10-21;0;1;0;1;0;1;1;3;5;1;1;3;4;4;6;6;8;10;14;1;1;4;0;0;75;;2;960 - Sorinières Vers Nord;2025-10-21;Vacances de la Toussaint
996;2025-10-21;3;1;0;0;0;0;7;53;147;61;25;19;30;30;7;26;28;78;62;32;17;5;9;11;651;;2;996 - Van Iseghem vers Nord;2025-10-21;Vacances de la Toussaint
787;2025-10-20;3;1;2;1;3;5;23;66;320;163;72;37;53;87;39;47;83;120;163;76;48;25;17;9;1463;;1;787 - 50 Otages Vers Sud;2025-10-20;Vacances de la Toussaint
725;2025-10-20;3;2;2;1;0;0;5;21;75;36;19;3;22;24;15;12;19;76;69;37;23;11;7;3;485;;1;725 - Pont Tabarly vers Sud;2025-10-20;Vacances de la Toussaint
994;2025-10-20;2;3;0;0;0;3;5;22;70;31;12;20;23;27;17;20;19;76;132;53;24;23;7;5;594;;1;994 - Ceineray vers Est;2025-10-20;Vacances de la Toussaint
673;2025-10-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;673 - Pont de Pornic vers Sud;2025-10-20;Vacances de la Toussaint
682;2025-10-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;682 - pont Anne de Bretagne vers Sud;2025-10-20;Vacances de la Toussaint
683;2025-10-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;683 - pont Anne de Bretagne vers Nord;2025-10-20;Vacances de la Toussaint
746;2025-10-20;0;0;1;0;0;0;2;28;89;40;11;11;25;21;9;18;58;101;117;41;10;6;4;1;593;;1;746 - Chemin de halage Tortière vers Sud;2025-10-20;Vacances de la Toussaint
944;2025-10-20;0;0;0;0;0;0;0;15;42;16;9;7;6;6;6;2;11;28;33;12;5;1;0;1;200;;1;944 - Magellan vers Est;2025-10-20;Vacances de la Toussaint
960;2025-10-20;0;0;0;0;0;0;0;5;6;2;3;2;3;1;3;1;7;9;6;2;2;0;1;0;53;;1;960 - Sorinières Vers Nord;2025-10-20;Vacances de la Toussaint
979;2025-10-20;2;1;0;0;1;1;15;60;177;84;27;12;22;28;10;15;31;98;87;35;20;7;6;2;741;;1;979 - pont des 3 Continents vers Sud;2025-10-20;Vacances de la Toussaint
981;2025-10-20;0;0;0;0;0;1;1;4;10;9;2;4;4;2;5;2;5;9;8;3;8;2;1;1;81;;1;981 - Pont Tabarly vers Nord;2025-10-20;Vacances de la Toussaint
989;2025-10-20;3;0;0;2;2;15;61;103;84;30;26;23;64;42;20;34;91;247;233;93;43;20;19;10;1265;;1;989 - Kennedy vers Ouest;2025-10-20;Vacances de la Toussaint
997;2025-10-20;0;0;0;0;0;1;5;28;99;48;7;10;26;16;9;18;35;79;97;39;10;4;5;1;537;;1;997 - Van Iseghem vers Sud;2025-10-20;Vacances de la Toussaint
948;2025-10-20;2;0;1;0;0;1;4;14;25;27;10;6;6;10;13;7;12;54;86;20;2;3;2;0;305;;1;948 - Bd Malakoff vers Est;2025-10-20;Vacances de la Toussaint
665;2025-10-20;0;0;0;2;2;7;20;79;159;82;29;18;35;36;22;12;38;113;119;44;24;11;9;7;868;;1;665 - Bonduelle vers Nord;2025-10-20;Vacances de la Toussaint
681;2025-10-20;3;0;3;1;0;2;3;28;57;29;11;12;30;27;19;28;16;100;113;57;28;17;21;8;613;;1;681 - Stalingrad vers est;2025-10-20;Vacances de la Toussaint
744;2025-10-20;1;2;0;0;0;2;11;34;79;63;20;21;25;38;17;24;26;45;88;30;28;12;12;8;586;;1;744 - Calvaire vers Est;2025-10-20;Vacances de la Toussaint
945;2025-10-20;1;0;0;0;1;1;8;25;92;64;17;15;19;41;19;12;32;85;104;33;30;13;10;6;628;;1;945 - Magellan vers Ouest;2025-10-20;Vacances de la Toussaint
666;2025-10-20;1;0;1;1;0;1;0;4;19;13;5;4;6;11;6;9;18;28;35;17;2;5;2;1;189;;1;666 - Pont Audibert vers Sud;2025-10-20;Vacances de la Toussaint
667;2025-10-20;4;3;0;0;5;6;50;145;376;195;69;59;107;96;50;52;94;220;247;133;61;36;19;10;2037;;1;667 - Entrée pont Audibert vers Nord;2025-10-20;Vacances de la Toussaint
674;2025-10-20;1;4;1;0;0;2;2;40;154;97;36;28;41;52;27;24;44;112;128;78;37;24;15;12;959;;1;674 - Pont Haudaudine vers Sud;2025-10-20;Vacances de la Toussaint
673;2025-10-20;3;1;0;0;3;2;5;33;54;27;19;9;22;6;3;7;16;89;110;41;21;14;7;4;496;;1;673 - Pont de Pornic vers Sud;2025-10-20;Vacances de la Toussaint
668;2025-10-20;3;2;0;1;4;2;4;16;79;29;15;18;30;35;17;15;44;147;163;64;36;22;18;6;770;;1;668 - De Gaulle vers sud;2025-10-20;Vacances de la Toussaint
673;2025-10-20;3;1;0;1;2;0;6;47;76;32;21;12;32;23;15;15;35;140;138;54;25;12;6;5;701;;1;673 - Pont de Pornic vers Sud;2025-10-20;Vacances de la Toussaint
880;2025-10-20;5;4;6;2;7;1;24;76;214;114;49;30;55;55;51;35;70;148;178;60;51;39;26;18;1318;;1;880 - Madeleine vers Nord;2025-10-20;Vacances de la Toussaint
949;2025-10-20;0;0;0;0;1;1;3;5;23;44;3;2;2;5;13;1;2;1;8;2;0;1;1;0;118;;1;949 - avenue de la Libération vers Sud;2025-10-20;Vacances de la Toussaint
986;2025-10-20;1;0;1;0;0;1;1;15;62;30;10;4;12;11;6;4;17;26;22;13;8;2;1;1;248;;1;986 - Tremie vers Ouest;2025-10-20;Vacances de la Toussaint
786;2025-10-20;9;2;1;3;2;7;21;69;235;144;60;53;108;98;66;47;97;309;401;205;92;77;19;18;2143;;1;786 - 50 Otages Vers Nord;2025-10-20;Vacances de la Toussaint
676;2025-10-20;2;0;1;1;0;0;5;37;159;66;12;10;35;23;11;13;26;99;113;42;19;11;5;0;690;;1;676 - Pont Willy Brandt vers Beaulieu;2025-10-20;Vacances de la Toussaint
680;2025-10-20;11;3;3;2;8;5;20;49;132;83;30;26;44;40;24;14;43;80;72;41;33;19;13;14;809;;1;680 - Stalingrad vers ouest;2025-10-20;Vacances de la Toussaint
785;2025-10-20;5;2;2;3;5;8;42;120;463;241;85;56;78;135;59;64;97;207;248;91;63;28;27;34;2163;;1;785 - 50 Otages Vers Sud;2025-10-20;Vacances de la Toussaint
669;2025-10-20;0;0;0;0;0;11;18;74;201;96;24;18;27;28;17;8;21;48;60;31;13;8;6;1;710;;1;669 - De Gaulle sortie Clémenceau vers Nord;2025-10-20;Vacances de la Toussaint
670;2025-10-20;2;2;1;1;1;1;7;20;28;10;10;1;7;7;3;11;14;10;30;12;9;6;4;3;200;;1;670 - Pont de Pirmil vers Sud;2025-10-20;Vacances de la Toussaint
980;2025-10-20;0;0;0;0;0;0;0;1;3;5;0;0;3;0;4;1;1;2;4;1;2;2;1;0;30;;1;980 - Pont Tabarly vers Sud;2025-10-20;Vacances de la Toussaint
943;2025-10-20;0;0;0;0;0;0;1;8;28;7;3;3;3;2;4;1;6;12;16;12;5;1;0;0;112;;1;943 - Magellan vers Ouest;2025-10-20;Vacances de la Toussaint
788;2025-10-20;8;2;2;1;1;3;8;39;135;81;40;33;45;76;38;34;64;176;289;139;67;53;26;20;1380;;1;788 - 50 Otages Vers Nord;2025-10-20;Vacances de la Toussaint
675;2025-10-20;3;0;0;0;0;3;9;47;157;73;20;15;39;55;20;20;36;106;140;57;29;17;7;4;857;;1;675 - Pont Haudaudine vers Nord;2025-10-20;Vacances de la Toussaint
664;2025-10-20;4;4;0;0;4;2;11;48;182;97;23;21;40;43;20;32;47;160;154;81;28;17;21;7;1046;;1;664 - Bonduelle vers sud;2025-10-20;Vacances de la Toussaint
677;2025-10-20;2;0;1;3;0;3;16;44;108;59;15;12;18;23;9;9;28;78;108;29;17;4;1;2;589;;1;677 - Pont Willy Brandt vers Malakoff;2025-10-20;Vacances de la Toussaint
727;2025-10-20;1;1;1;1;1;6;10;31;102;39;15;17;26;25;11;13;20;52;55;27;8;4;2;1;469;;1;727 - Pont Tabarly vers Nord;2025-10-20;Vacances de la Toussaint
743;2025-10-20;3;5;1;0;2;1;6;53;179;139;31;25;50;52;29;31;52;124;193;86;39;32;21;10;1164;;1;743 - Philippot vers ouest;2025-10-20;Vacances de la Toussaint
847;2025-10-20;12;6;6;4;5;3;28;66;246;150;65;43;65;80;67;52;102;209;261;109;81;68;46;26;1800;;1;847 - Entrée pont Audibert vers Sud;2025-10-20;Vacances de la Toussaint
950;2025-10-20;0;0;0;0;1;1;3;5;14;3;3;2;2;0;2;1;2;1;8;2;0;1;1;0;52;;1;950 - avenue de la Libération vers Nord;2025-10-20;Vacances de la Toussaint
959;2025-10-20;0;1;0;3;5;1;8;11;12;7;2;3;2;3;2;3;4;7;6;1;1;0;2;0;84;;1;959 - Sorinières Vers Sud;2025-10-20;Vacances de la Toussaint
987;2025-10-20;0;0;2;0;0;1;1;10;32;13;3;5;13;13;7;3;5;34;40;20;4;2;11;4;223;;1;987 - Tremie vers Est;2025-10-20;Vacances de la Toussaint
988;2025-10-20;2;0;0;0;1;2;13;89;296;143;32;17;31;30;17;22;34;82;141;53;33;25;9;8;1080;;1;988 - Kennedy vers Est;2025-10-20;Vacances de la Toussaint
946;2025-10-20;0;0;0;0;4;0;11;49;134;86;22;22;41;34;16;19;26;94;122;68;20;12;8;5;793;;1;946 - Magellan vers Est;2025-10-20;Vacances de la Toussaint
679;2025-10-20;1;0;0;0;0;0;1;2;7;10;2;2;3;3;3;5;1;19;10;10;6;0;0;0;85;;1;679 - Bd Malakoff vers Gare Sud;2025-10-20;Vacances de la Toussaint
742;2025-10-20;8;0;2;0;2;5;26;67;197;100;24;30;50;50;27;30;61;191;195;69;41;18;15;14;1222;;1;742 - Philippot vers Est;2025-10-20;Vacances de la Toussaint
745;2025-10-20;1;0;0;0;0;0;0;5;11;3;3;2;5;5;7;6;8;14;11;14;5;2;1;1;104;;1;745 - Calvaire vers Ouest;2025-10-20;Vacances de la Toussaint
747;2025-10-20;0;0;1;0;0;0;3;64;166;95;27;11;16;38;13;9;13;59;93;26;14;7;3;3;661;;1;747 - Chemin de halage Tortière vers Nord;2025-10-20;Vacances de la Toussaint
995;2025-10-20;0;0;0;0;2;3;15;52;208;119;25;14;36;50;18;25;47;91;92;45;18;9;8;4;881;;1;995 - Ceineray vers Ouest;2025-10-20;Vacances de la Toussaint
672;2025-10-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;672 - Pont de Pornic vers Nord;2025-10-20;Vacances de la Toussaint
996;2025-10-20;0;0;0;0;0;0;3;50;116;72;15;5;13;26;13;8;19;54;90;26;15;12;5;3;545;;1;996 - Van Iseghem vers Nord;2025-10-20;Vacances de la Toussaint
672;2025-10-20;0;0;0;0;2;1;11;69;253;96;19;17;34;38;19;16;34;69;84;43;16;8;2;5;836;;1;672 - Pont de Pornic vers Nord;2025-10-20;Vacances de la Toussaint
977;2025-10-20;0;4;0;0;0;0;0;6;6;0;0;0;0;4;2;4;0;14;10;2;0;0;2;0;54;;1;977 - pont des 3 Continents vers Nord;2025-10-20;Vacances de la Toussaint
881;2025-10-20;4;3;0;1;2;3;31;70;201;113;53;51;80;65;48;44;94;182;237;98;55;25;13;7;1480;;1;881 - Madeleine vers Sud;2025-10-20;Vacances de la Toussaint
890;2025-10-20;6;5;3;3;9;9;43;171;485;201;76;58;99;90;65;63;116;267;275;151;87;50;34;21;2387;;1;890 - Pont de Pirmil vers Sud;2025-10-20;Vacances de la Toussaint
947;2025-10-20;0;1;0;1;0;0;5;23;96;37;9;7;15;6;3;2;16;28;21;13;9;4;0;0;296;;1;947 - Bd Malakoff vers Ouest;2025-10-20;Vacances de la Toussaint
672;2025-10-20;0;0;0;1;3;2;14;86;298;117;25;23;48;57;32;29;63;144;131;73;24;13;4;6;1193;;1;672 - Pont de Pornic vers Nord;2025-10-20;Vacances de la Toussaint
847;2025-10-19;56;51;40;9;2;6;14;7;21;24;37;36;58;35;31;40;32;29;35;33;31;21;25;22;695;;7;847 - Entrée pont Audibert vers Sud;2025-10-19;Vacances de la Toussaint
670;2025-10-19;5;5;1;3;1;3;7;2;7;17;7;7;9;5;1;2;6;5;2;1;3;5;1;1;106;;7;670 - Pont de Pirmil vers Sud;2025-10-19;Vacances de la Toussaint
666;2025-10-19;4;1;1;4;3;2;3;2;4;5;6;5;5;6;4;5;0;5;5;5;4;2;0;5;86;;7;666 - Pont Audibert vers Sud;2025-10-19;Vacances de la Toussaint
677;2025-10-19;8;2;1;2;1;0;1;1;2;4;17;4;11;4;5;2;5;2;4;7;4;3;3;2;95;;7;677 - Pont Willy Brandt vers Malakoff;2025-10-19;Vacances de la Toussaint
949;2025-10-19;1;0;0;0;1;0;0;0;1;0;4;2;1;0;1;0;0;3;0;0;0;0;0;0;14;;7;949 - avenue de la Libération vers Sud;2025-10-19;Vacances de la Toussaint
672;2025-10-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;672 - Pont de Pornic vers Nord;2025-10-19;Vacances de la Toussaint
673;2025-10-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;673 - Pont de Pornic vers Sud;2025-10-19;Vacances de la Toussaint
680;2025-10-19;20;20;16;7;8;4;6;5;13;16;38;35;30;8;4;25;19;20;21;16;14;13;11;10;379;;7;680 - Stalingrad vers ouest;2025-10-19;Vacances de la Toussaint
681;2025-10-19;24;19;8;6;7;1;0;3;3;8;13;20;15;16;25;14;7;17;25;16;8;10;19;4;288;;7;681 - Stalingrad vers est;2025-10-19;Vacances de la Toussaint
682;2025-10-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;682 - pont Anne de Bretagne vers Sud;2025-10-19;Vacances de la Toussaint
725;2025-10-19;8;3;2;1;4;0;4;0;4;8;15;9;12;8;6;9;3;6;11;7;10;1;4;2;137;;7;725 - Pont Tabarly vers Sud;2025-10-19;Vacances de la Toussaint
727;2025-10-19;2;2;2;1;2;1;2;1;3;14;17;27;13;7;4;6;3;4;5;8;9;7;1;3;144;;7;727 - Pont Tabarly vers Nord;2025-10-19;Vacances de la Toussaint
890;2025-10-19;55;51;30;15;14;10;21;22;26;53;69;79;79;66;37;28;38;41;38;53;24;19;16;25;909;;7;890 - Pont de Pirmil vers Sud;2025-10-19;Vacances de la Toussaint
948;2025-10-19;4;2;3;0;0;0;0;0;2;8;15;9;10;7;4;4;4;5;3;3;1;1;5;1;91;;7;948 - Bd Malakoff vers Est;2025-10-19;Vacances de la Toussaint
959;2025-10-19;1;1;0;0;0;1;0;0;1;3;5;0;0;0;0;0;0;3;0;0;2;1;1;0;19;;7;959 - Sorinières Vers Sud;2025-10-19;Vacances de la Toussaint
674;2025-10-19;27;9;14;4;7;1;7;2;7;11;17;21;30;30;9;13;13;11;15;28;19;9;11;10;325;;7;674 - Pont Haudaudine vers Sud;2025-10-19;Vacances de la Toussaint
672;2025-10-19;15;9;5;0;2;3;1;1;7;10;19;20;18;21;20;6;20;17;18;19;9;2;7;5;254;;7;672 - Pont de Pornic vers Nord;2025-10-19;Vacances de la Toussaint
